"","SRR1169658","SRR1169661","SRR1169662","SRR1169663","SRR1169664","SRR1169665","SRR1169668","SRR1169671","SRR1169672","SRR1169675","SRR1169677","SRR1169678","SRR1169680","SRR1169682","SRR1169684","SRR1169685","SRR1169686","SRR1169687","SRR1169688","SRR1169689","SRR1169690","SRR1169693","SRR1169697","SRR1169700"
"136532",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4454140",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140229",0,0,0,0,0,1,1,1,1,1,1,2,0,0,1,1,1,2,0,0,0,1,0,0
"43917",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"328917",0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560886",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554221",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"830922",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0
"4328978",0,0,0,0,0,1,1,1,1,3,4,0,1,2,2,0,0,0,1,1,1,0,1,0
"541859",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"144051",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187366",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"3728119",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"936470",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4329093",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26694",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081815",0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"169755",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0
"240459",0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0,0,0
"811496",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"196265",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"230389",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3832712",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563273",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"1009362",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"140401",0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0
"538000",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"851154",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360440",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226312",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"2160433",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"173204",0,0,0,0,0,1,2,1,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"1123395",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"136055",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"731748",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829012",0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"4433035",0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"573137",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4369186",0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0
"70976",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317556",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"2801319",0,0,0,0,0,0,1,4,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"4315145",0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"138291",0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,2,2,3,0,2
"71833",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"146917",0,0,0,0,0,0,7,10,17,16,6,37,0,0,0,0,0,0,13,16,12,0,0,0
"577289",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1110616",0,0,0,0,0,0,2,2,1,4,6,0,0,0,0,0,1,0,2,9,7,1,5,2
"151393",0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,1,1,0,1,0,0,0,0
"766120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"4344355",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4462155",0,0,0,0,0,0,2,2,2,0,2,3,0,0,0,2,0,0,1,9,6,1,3,2
"528577",0,0,0,0,0,0,2,0,0,14,11,7,0,1,1,0,0,1,3,3,5,0,4,9
"216469",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"3732168",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579946",0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"305420",0,0,0,0,0,0,1,0,0,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0
"845058",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"330035",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"4421336",0,0,0,0,0,0,1,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"4402869",0,0,0,0,0,0,1,2,7,0,0,3,0,0,0,0,0,2,0,0,0,3,1,0
"224376",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"826124",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141382",0,0,0,0,0,0,1,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"137950",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"241113",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"521073",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"279576",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"150347",0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"12184",0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,3,0,2,2
"1110065",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"439982",0,0,0,0,0,0,5,2,3,27,27,3,0,0,1,0,0,0,0,1,0,0,0,0
"2611121",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"689869",0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
"3239984",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"274622",0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0
"1136493",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0
"157598",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"351148",0,0,0,0,0,0,1,2,0,3,4,3,0,0,0,0,1,0,1,1,0,0,0,0
"114233",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"819498",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353576",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"722085",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0
"309940",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"842974",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4482309",0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,3,1,1,0,1
"163322",0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,2,0,0,3,0,2,0,0,0
"710275",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11920",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328765",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4355408",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143663",0,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"1135161",0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"141288",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
"4459356",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588981",0,0,0,0,0,0,12,15,17,9,4,14,1,0,0,2,0,1,12,24,15,6,6,20
"4301491",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4367400",0,0,0,0,0,0,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"931643",0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750411",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113997",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"709971",0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
"1127804",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540946",0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,4,4,0,0,0,0,0,0
"1071927",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4421341",0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0
"114573",0,0,0,0,0,0,1,1,0,6,7,0,0,0,0,1,0,1,0,0,1,1,0,0
"147639",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"580295",0,0,0,0,0,0,1,1,0,4,5,18,0,0,0,0,0,0,0,0,0,0,0,0
"823809",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1134679",0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"4457728",0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,4,1,2,0,0,0,1
"4411867",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238002",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"179208",0,0,0,0,0,0,5,1,2,11,9,1,0,0,0,0,0,0,0,0,0,0,0,1
"151003",0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,2,5,0,1,1,0,0,2
"806029",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"4317795",0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"170409",0,0,0,0,0,0,2,0,1,15,25,3,0,0,0,0,0,0,0,0,0,0,0,0
"801192",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4415788",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"677803",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153518",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225582",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"336760",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"677964",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518380",0,0,0,0,0,0,7,2,0,0,4,5,0,0,0,0,0,0,0,0,4,1,1,3
"1142107",0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1
"343239",0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"559204",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0
"137635",0,0,0,0,0,0,1,0,0,0,1,3,3,0,1,3,2,0,0,0,2,1,0,0
"170774",0,0,0,0,0,0,1,10,6,26,35,15,0,0,0,0,0,1,1,1,0,0,1,0
"332522",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0
"639311",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
"332835",0,0,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"516410",0,0,0,0,0,0,3,4,1,1,1,3,1,0,0,0,1,1,0,1,0,4,1,1
"3633321",0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"578911",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,5,2
"1048497",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"4321230",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103807",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4432889",0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0
"1078248",0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110321",0,0,0,0,0,0,12,7,9,0,1,8,1,0,0,7,0,6,2,11,8,1,7,8
"287776",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1111847",0,0,0,0,0,0,3,2,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0
"573124",0,0,0,0,0,0,5,1,0,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"4401964",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0
"2885855",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4328084",0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"4303894",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949660",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0
"589407",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"938794",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"1038732",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"221379",0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,0
"869526",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0
"647775",0,0,0,0,0,0,0,1,0,4,2,1,2,0,0,0,0,2,0,0,0,0,0,0
"1143678",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
"656889",0,0,0,0,0,0,0,1,0,4,7,0,0,0,0,0,0,0,2,2,1,0,1,1
"107526",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"296980",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"1108343",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,1
"226846",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558953",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"353532",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317487",0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330437",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4301195",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226508",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3093433",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110215",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4028110",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"513114",0,0,0,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"4364413",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4295656",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
"4429803",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
"4349108",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1119551",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4454318",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4433257",0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"144380",0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
"4421830",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114151",0,0,0,0,0,0,0,1,1,3,5,1,1,0,0,0,0,1,4,2,2,4,2,1
"824156",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"813301",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831809",0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"3352044",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"498063",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4090933",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256276",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827726",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2
"1139336",0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,2,3,2,0,0,2
"352164",0,0,0,0,0,0,0,8,4,14,13,4,0,0,1,0,0,0,1,0,1,0,0,0
"845085",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238031",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522240",0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
"255964",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"322976",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060517",0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"1063810",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4471706",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"929312",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0
"745917",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"140235",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"810075",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3567151",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"289883",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
"4457554",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1123369",0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"88303",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566012",0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,5,6,0,0,0,0,0,0
"326693",0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,1,0,0,0,4,0,0,0,0
"1105816",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"290186",0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0
"4432762",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3561138",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
"1009894",0,0,0,0,0,0,0,2,4,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0
"93610",0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"871135",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142337",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559356",0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
"104622",0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,4,2,1,2,3,1,0,0,2
"343318",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"152004",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4317276",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127736",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"834138",0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"247589",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247036",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"4365229",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14637",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"567572",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621287",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1765706",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245194",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4432891",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"4316819",0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0
"368293",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4323139",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"310487",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"324143",0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"550712",0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,5,1,0,0,1,1
"13047",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575425",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"325946",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"978113",0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0
"550415",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0
"850108",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591642",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"833317",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105085",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"165293",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"4342193",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"1072787",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655531",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329751",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12106",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"278281",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848025",0,0,0,0,0,0,0,0,1,5,3,3,0,0,0,0,0,0,5,7,0,0,0,2
"635410",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106252",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"3230031",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4388439",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
