"","StefanoR2","Wanlip4","Dalderse","Galashiels","Slough","BURMAD","StefanoR1","StefanoR3","Stirling","Wanlip1","CRMAD","Wanlip3","BROMAD","Reading","MapleLodge","EPMAD","BLMAD","Wanlip2","Hawick","Howdon","DAVMAD","BranSands"
"342685",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"329865",0,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"508780",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0
"4412508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"248505",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"110474",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0
"544669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1136697",1,29,1,0,2,0,0,2,2,16,0,10,0,0,0,0,0,13,4,0,0,0
"256335",0,0,4,0,0,1,0,0,2,0,3,0,2,0,0,0,0,1,1,0,0,0
"133739",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"112746",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"661494",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"818854",132,1148,1541,182,737,465,63,55,1642,933,3247,1213,1874,542,657,3211,2171,1815,610,1,7,4
"267759",0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,2,13,1,0,0,0
"160903",0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,3,11,0,0,0,0,0
"852205",0,4,1,0,0,0,0,1,3,5,0,6,0,6,6,7,4,5,2,0,0,0
"81685",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"539432",1,2,3,0,0,0,0,0,0,2,0,1,0,1,0,3,0,2,0,0,0,0
"3294232",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"133382",2,0,2,1,0,0,0,0,7,4,1,0,0,0,0,1,0,0,1,0,0,0
"1132969",0,4,1,0,0,0,0,1,2,4,0,2,1,2,3,14,3,5,29,0,0,0
"783224",0,4,58,160,3,0,0,0,59,3,9,6,14,2,11,21,6,2,35,0,1,0
"5784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1085018",7,19,5,1,1,2,3,3,2,3,4,34,1,0,49,0,0,39,11,0,0,0
"245980",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336382",0,3,7,0,4,2,0,1,2,4,3,0,0,0,3,1,4,2,1,0,0,0
"540202",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397618",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"834366",24,605,146,19,93,55,11,22,356,379,412,106,213,146,46,518,37,113,76,1,4,1
"35565",0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,3,0,0,0,0
"138026",74,104,35,10,385,21,46,69,33,72,74,118,3,36,141,4,4,150,74,0,0,0
"67654",0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0
"4371273",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548853",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,1,2,0,0,0,0
"515709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"129048",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"219098",1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"157266",0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
